Cod_Ibge;Localidade;Setor;Ano;Valor
3540101;Pongaí;Serviços;2019;R$52.040.613
3540200;Pontal;Serviços;2019;R$594.901.700
3540259;Pontalinda;Serviços;2019;R$45.338.123
3540309;Pontes Gestal;Serviços;2019;R$46.808.255
3540408;Populina;Serviços;2019;R$56.940.147
3540507;Porangaba;Serviços;2019;R$104.586.269
3540606;Porto Feliz;Serviços;2019;R$1.523.669.978
3540705;Porto Ferreira;Serviços;2019;R$1.092.934.886
3540754;Potim;Serviços;2019;R$180.880.448
3540804;Potirendaba;Serviços;2019;R$269.059.360
3540853;Pracinha;Serviços;2019;R$25.723.058
3540903;Pradópolis;Serviços;2019;R$345.785.785
3541000;Praia Grande;Serviços;2019;R$6.344.316.336
3541059;Pratânia;Serviços;2019;R$60.046.491
3541109;Presidente Alves;Serviços;2019;R$45.226.261
3541208;Presidente Bernardes;Serviços;2019;R$247.915.940
3541307;Presidente Epitácio;Serviços;2019;R$647.764.197
3541406;Presidente Prudente;Serviços;2019;R$6.548.771.563
3541505;Presidente Venceslau;Serviços;2019;R$667.097.266
3541604;Promissão;Serviços;2019;R$707.853.747
3541653;Quadra;Serviços;2019;R$56.357.716
3541703;Quatá;Serviços;2019;R$265.995.197
3541802;Queiroz;Serviços;2019;R$247.559.103
3541901;Queluz;Serviços;2019;R$274.374.725
3542008;Quintana;Serviços;2019;R$88.612.740
3542107;Rafard;Serviços;2019;R$151.985.850
3542206;Rancharia;Serviços;2019;R$547.431.045
3542305;Redenção da Serra;Serviços;2019;R$42.144.399
3542404;Regente Feijó;Serviços;2019;R$509.393.416
3542503;Reginópolis;Serviços;2019;R$87.934.701
3542602;Registro;Serviços;2019;R$1.632.840.191
3542701;Restinga;Serviços;2019;R$85.071.395
3542800;Ribeira;Serviços;2019;R$33.447.641
3542909;Ribeirão Bonito;Serviços;2019;R$213.662.723
3543006;Ribeirão Branco;Serviços;2019;R$147.824.460
3543105;Ribeirão Corrente;Serviços;2019;R$66.174.849
3543204;Ribeirão do Sul;Serviços;2019;R$99.716.449
3543238;Ribeirão dos Índios;Serviços;2019;R$25.646.594
3543253;Ribeirão Grande;Serviços;2019;R$78.445.455
3543303;Ribeirão Pires;Serviços;2019;R$2.147.283.195
3543402;Ribeirão Preto;Serviços;2019;R$27.805.221.295
3543600;Rifaina;Serviços;2019;R$75.677.488
3543709;Rincão;Serviços;2019;R$129.602.793
3543808;Rinópolis;Serviços;2019;R$144.878.323
3543907;Rio Claro;Serviços;2019;R$5.478.984.120
3544004;Rio das Pedras;Serviços;2019;R$796.340.201
3544103;Rio Grande da Serra;Serviços;2019;R$553.314.117
3544202;Riolândia;Serviços;2019;R$127.148.465
3543501;Riversul;Serviços;2019;R$47.550.495
3544251;Rosana;Serviços;2019;R$313.034.884
3544301;Roseira;Serviços;2019;R$197.998.944
3544400;Rubiácea;Serviços;2019;R$33.540.630
3544509;Rubinéia;Serviços;2019;R$54.733.922
3544608;Sabino;Serviços;2019;R$63.837.459
3544707;Sagres;Serviços;2019;R$25.433.592
3544806;Sales;Serviços;2019;R$100.275.615
3544905;Sales Oliveira;Serviços;2019;R$1.183.461.687
3545001;Salesópolis;Serviços;2019;R$171.942.254
3545100;Salmourão;Serviços;2019;R$50.989.494
3545159;Saltinho;Serviços;2019;R$149.394.625
3545209;Salto;Serviços;2019;R$4.584.963.082
3545308;Salto de Pirapora;Serviços;2019;R$745.408.683
3545407;Salto Grande;Serviços;2019;R$123.830.089
3545506;Sandovalina;Serviços;2019;R$73.671.511
3545605;Santa Adélia;Serviços;2019;R$237.166.560
3545704;Santa Albertina;Serviços;2019;R$91.652.727
3545803;Santa Bárbara d'Oeste;Serviços;2019;R$3.714.946.254
3546009;Santa Branca;Serviços;2019;R$171.306.339
3546108;Santa Clara d'Oeste;Serviços;2019;R$47.562.354
3546207;Santa Cruz da Conceição;Serviços;2019;R$86.103.440
3546256;Santa Cruz da Esperança;Serviços;2019;R$30.686.855
3546306;Santa Cruz das Palmeiras;Serviços;2019;R$442.009.396
3546405;Santa Cruz do Rio Pardo;Serviços;2019;R$1.237.376.693
3546504;Santa Ernestina;Serviços;2019;R$68.637.062
3546603;Santa Fé do Sul;Serviços;2019;R$887.731.706
3546702;Santa Gertrudes;Serviços;2019;R$568.889.654
3546801;Santa Isabel;Serviços;2019;R$965.213.301
3546900;Santa Lúcia;Serviços;2019;R$76.955.301
3547007;Santa Maria da Serra;Serviços;2019;R$72.656.371
3547106;Santa Mercedes;Serviços;2019;R$35.756.178
3547502;Santa Rita do Passa Quatro;Serviços;2019;R$472.395.619
3547403;Santa Rita d'Oeste;Serviços;2019;R$41.062.531
3547601;Santa Rosa de Viterbo;Serviços;2019;R$383.643.339
3547650;Santa Salete;Serviços;2019;R$22.075.964
3547205;Santana da Ponte Pensa;Serviços;2019;R$22.049.141
3547304;Santana de Parnaíba;Serviços;2019;R$5.933.237.146
3547700;Santo Anastácio;Serviços;2019;R$316.632.482
3547809;Santo André;Serviços;2019;R$19.840.368.459
3547908;Santo Antônio da Alegria;Serviços;2019;R$86.556.956
3548005;Santo Antônio de Posse;Serviços;2019;R$672.860.507
3548054;Santo Antônio do Aracanguá;Serviços;2019;R$119.989.073
3548104;Santo Antônio do Jardim;Serviços;2019;R$101.428.541
3548203;Santo Antônio do Pinhal;Serviços;2019;R$99.660.843
3548302;Santo Expedito;Serviços;2019;R$31.022.207
3548401;Santópolis do Aguapeí;Serviços;2019;R$53.044.854
3548500;Santos;Serviços;2019;R$18.112.680.433
3548609;São Bento do Sapucaí;Serviços;2019;R$167.220.038
3548708;São Bernardo do Campo;Serviços;2019;R$30.685.621.486
3548807;São Caetano do Sul;Serviços;2019;R$8.821.717.433
3548906;São Carlos;Serviços;2019;R$7.004.526.480
3549003;São Francisco;Serviços;2019;R$27.770.770
3549102;São João da Boa Vista;Serviços;2019;R$2.200.698.551
3549201;São João das Duas Pontes;Serviços;2019;R$28.906.324
3549250;São João de Iracema;Serviços;2019;R$26.158.071
3549300;São João do Pau d'Alho;Serviços;2019;R$28.212.696
3549409;São Joaquim da Barra;Serviços;2019;R$949.621.639
3549508;São José da Bela Vista;Serviços;2019;R$98.196.772
3549607;São José do Barreiro;Serviços;2019;R$41.095.145
3549706;São José do Rio Pardo;Serviços;2019;R$1.209.167.844
3549805;São José do Rio Preto;Serviços;2019;R$15.033.892.315
3549904;São José dos Campos;Serviços;2019;R$21.822.006.101
3549953;São Lourenço da Serra;Serviços;2019;R$206.706.341
3550001;São Luís do Paraitinga;Serviços;2019;R$136.884.181
3550100;São Manuel;Serviços;2019;R$743.329.240
3550209;São Miguel Arcanjo;Serviços;2019;R$406.766.562
3550308;São Paulo;Serviços;2019;R$573.926.370.284
3550407;São Pedro;Serviços;2019;R$617.796.751
3550506;São Pedro do Turvo;Serviços;2019;R$87.303.769
3550605;São Roque;Serviços;2019;R$2.223.840.127
3550704;São Sebastião;Serviços;2019;R$2.915.905.851
3550803;São Sebastião da Grama;Serviços;2019;R$191.350.782
3550902;São Simão;Serviços;2019;R$293.855.855
3551009;São Vicente;Serviços;2019;R$4.779.031.446
3551108;Sarapuí;Serviços;2019;R$95.126.020
3551207;Sarutaiá;Serviços;2019;R$39.217.613
3551306;Sebastianópolis do Sul;Serviços;2019;R$90.768.897
3551405;Serra Azul;Serviços;2019;R$112.190.371
3551603;Serra Negra;Serviços;2019;R$575.679.707
3551504;Serrana;Serviços;2019;R$775.001.830
3551702;Sertãozinho;Serviços;2019;R$3.301.751.924
3551801;Sete Barras;Serviços;2019;R$145.659.513
3551900;Severínia;Serviços;2019;R$204.015.751
3552007;Silveiras;Serviços;2019;R$59.422.892
3552106;Socorro;Serviços;2019;R$642.865.184
3552205;Sorocaba;Serviços;2019;R$21.055.486.950
3552304;Sud Mennucci;Serviços;2019;R$105.877.181
3552403;Sumaré;Serviços;2019;R$7.669.638.408
3552551;Suzanápolis;Serviços;2019;R$73.444.606
3552502;Suzano;Serviços;2019;R$5.708.150.175
3552601;Tabapuã;Serviços;2019;R$164.448.629
3552700;Tabatinga;Serviços;2019;R$179.610.250
3552809;Taboão da Serra;Serviços;2019;R$5.928.602.275
3552908;Taciba;Serviços;2019;R$87.090.351
3553005;Taguaí;Serviços;2019;R$196.142.418
3553104;Taiaçu;Serviços;2019;R$64.551.324
3553203;Taiúva;Serviços;2019;R$77.089.161
3553302;Tambaú;Serviços;2019;R$354.963.255
3553401;Tanabi;Serviços;2019;R$506.844.182
3553500;Tapiraí;Serviços;2019;R$82.323.546
3553609;Tapiratiba;Serviços;2019;R$166.215.624
3553658;Taquaral;Serviços;2019;R$27.780.545
3553708;Taquaritinga;Serviços;2019;R$1.108.316.856
3553807;Taquarituba;Serviços;2019;R$603.132.933
3553856;Taquarivaí;Serviços;2019;R$123.491.821
3553906;Tarabai;Serviços;2019;R$81.029.372
3553955;Tarumã;Serviços;2019;R$331.696.489
3554003;Tatuí;Serviços;2019;R$2.510.699.739
3554102;Taubaté;Serviços;2019;R$8.631.232.802
3554201;Tejupá;Serviços;2019;R$45.524.092
3554300;Teodoro Sampaio;Serviços;2019;R$323.844.622
3554409;Terra Roxa;Serviços;2019;R$93.378.319
3554508;Tietê;Serviços;2019;R$971.626.212
3554607;Timburi;Serviços;2019;R$30.643.835
3554656;Torre de Pedra;Serviços;2019;R$26.100.668
3554706;Torrinha;Serviços;2019;R$140.144.770
3554755;Trabiju;Serviços;2019;R$24.127.386
3554805;Tremembé;Serviços;2019;R$526.990.598
3554904;Três Fronteiras;Serviços;2019;R$69.717.460
3554953;Tuiuti;Serviços;2019;R$101.482.929
3555000;Tupã;Serviços;2019;R$1.386.433.390
3555109;Tupi Paulista;Serviços;2019;R$251.083.806
3555208;Turiúba;Serviços;2019;R$25.039.534
3555307;Turmalina;Serviços;2019;R$29.206.424
3555356;Ubarana;Serviços;2019;R$92.659.629
3555406;Ubatuba;Serviços;2019;R$1.918.861.726
3555505;Ubirajara;Serviços;2019;R$61.316.140
3555604;Uchoa;Serviços;2019;R$138.032.829
3555703;União Paulista;Serviços;2019;R$27.314.031
3555802;Urânia;Serviços;2019;R$129.324.250
3555901;Uru;Serviços;2019;R$22.665.260
3556008;Urupês;Serviços;2019;R$258.116.981
3556107;Valentim Gentil;Serviços;2019;R$177.815.670
3556206;Valinhos;Serviços;2019;R$3.910.614.521
3556305;Valparaíso;Serviços;2019;R$391.821.716
3556354;Vargem;Serviços;2019;R$104.948.966
3556404;Vargem Grande do Sul;Serviços;2019;R$744.016.408
3556453;Vargem Grande Paulista;Serviços;2019;R$1.289.651.629
3556503;Várzea Paulista;Serviços;2019;R$1.638.076.723
3556602;Vera Cruz;Serviços;2019;R$140.942.230
3556701;Vinhedo;Serviços;2019;R$4.680.390.373
3556800;Viradouro;Serviços;2019;R$254.164.309
3556909;Vista Alegre do Alto;Serviços;2019;R$142.812.856
3556958;Vitória Brasil;Serviços;2019;R$26.653.494
3557006;Votorantim;Serviços;2019;R$2.242.663.807
3557105;Votuporanga;Serviços;2019;R$2.255.679.166
3557154;Zacarias;Serviços;2019;R$42.331.748
35;Estado de São Paulo;Valor Adicionado Total;2019;R$1.975.310.484.222
3500105;Adamantina;Valor Adicionado Total;2019;R$1.048.017.084
3500204;Adolfo;Valor Adicionado Total;2019;R$107.670.843
3500303;Aguaí;Valor Adicionado Total;2019;R$894.125.243
3500402;Águas da Prata;Valor Adicionado Total;2019;R$158.102.044
3500501;Águas de Lindóia;Valor Adicionado Total;2019;R$495.088.320
3500550;Águas de Santa Bárbara;Valor Adicionado Total;2019;R$163.900.766
3500600;Águas de São Pedro;Valor Adicionado Total;2019;R$138.109.553
3500709;Agudos;Valor Adicionado Total;2019;R$1.935.651.228
3500758;Alambari;Valor Adicionado Total;2019;R$98.330.559
3500808;Alfredo Marcondes;Valor Adicionado Total;2019;R$72.390.476
3500907;Altair;Valor Adicionado Total;2019;R$85.549.610
3501004;Altinópolis;Valor Adicionado Total;2019;R$501.299.997
3501103;Alto Alegre;Valor Adicionado Total;2019;R$113.268.893
3501152;Alumínio;Valor Adicionado Total;2019;R$1.590.290.086
3501202;Álvares Florence;Valor Adicionado Total;2019;R$98.130.909
3501301;Álvares Machado;Valor Adicionado Total;2019;R$447.788.191
3501400;Álvaro de Carvalho;Valor Adicionado Total;2019;R$48.623.362
3501509;Alvinlândia;Valor Adicionado Total;2019;R$49.251.795
3501608;Americana;Valor Adicionado Total;2019;R$10.355.532.697
3501707;Américo Brasiliense;Valor Adicionado Total;2019;R$771.419.522
3501806;Américo de Campos;Valor Adicionado Total;2019;R$98.343.262
3501905;Amparo;Valor Adicionado Total;2019;R$3.587.738.594
3502002;Analândia;Valor Adicionado Total;2019;R$170.994.678
3502101;Andradina;Valor Adicionado Total;2019;R$1.892.277.816
3502200;Angatuba;Valor Adicionado Total;2019;R$919.702.862
3502309;Anhembi;Valor Adicionado Total;2019;R$139.590.126
3502408;Anhumas;Valor Adicionado Total;2019;R$72.140.792
3502507;Aparecida;Valor Adicionado Total;2019;R$1.090.380.994
3502606;Aparecida d'Oeste;Valor Adicionado Total;2019;R$95.016.911
3502705;Apiaí;Valor Adicionado Total;2019;R$555.054.722
3502754;Araçariguama;Valor Adicionado Total;2019;R$2.794.810.347
3502804;Araçatuba;Valor Adicionado Total;2019;R$7.122.747.856
3502903;Araçoiaba da Serra;Valor Adicionado Total;2019;R$751.463.702
3503000;Aramina;Valor Adicionado Total;2019;R$137.540.353
3503109;Arandu;Valor Adicionado Total;2019;R$133.990.731
3503158;Arapeí;Valor Adicionado Total;2019;R$32.649.788
3503208;Araraquara;Valor Adicionado Total;2019;R$8.914.438.881
3503307;Araras;Valor Adicionado Total;2019;R$5.228.364.151
3503356;Arco-Íris;Valor Adicionado Total;2019;R$41.016.407
3503406;Arealva;Valor Adicionado Total;2019;R$205.188.493
3503505;Areias;Valor Adicionado Total;2019;R$44.531.126
3503604;Areiópolis;Valor Adicionado Total;2019;R$135.885.309
3503703;Ariranha;Valor Adicionado Total;2019;R$570.138.768
3503802;Artur Nogueira;Valor Adicionado Total;2019;R$1.119.994.534
3503901;Arujá;Valor Adicionado Total;2019;R$5.368.332.758
3503950;Aspásia;Valor Adicionado Total;2019;R$32.217.810
3504008;Assis;Valor Adicionado Total;2019;R$3.183.269.583
3504107;Atibaia;Valor Adicionado Total;2019;R$5.859.595.733
3504206;Auriflama;Valor Adicionado Total;2019;R$293.936.536
3504305;Avaí;Valor Adicionado Total;2019;R$283.097.384
3504404;Avanhandava;Valor Adicionado Total;2019;R$297.322.324
3504503;Avaré;Valor Adicionado Total;2019;R$2.508.006.965
3504602;Bady Bassitt;Valor Adicionado Total;2019;R$357.254.150
3504701;Balbinos;Valor Adicionado Total;2019;R$51.237.988
3504800;Bálsamo;Valor Adicionado Total;2019;R$198.210.569
3504909;Bananal;Valor Adicionado Total;2019;R$170.689.848
3505005;Barão de Antonina;Valor Adicionado Total;2019;R$60.004.973
3505104;Barbosa;Valor Adicionado Total;2019;R$108.326.013
3505203;Bariri;Valor Adicionado Total;2019;R$1.031.663.651
3505302;Barra Bonita;Valor Adicionado Total;2019;R$1.037.332.247
3505351;Barra do Chapéu;Valor Adicionado Total;2019;R$105.494.683
3505401;Barra do Turvo;Valor Adicionado Total;2019;R$89.945.846
3505500;Barretos;Valor Adicionado Total;2019;R$4.419.091.630
3505609;Barrinha;Valor Adicionado Total;2019;R$471.865.037
3505708;Barueri;Valor Adicionado Total;2019;R$39.368.013.588
3505807;Bastos;Valor Adicionado Total;2019;R$1.022.230.872
3505906;Batatais;Valor Adicionado Total;2019;R$1.537.722.560
3506003;Bauru;Valor Adicionado Total;2019;R$13.870.511.708
3506102;Bebedouro;Valor Adicionado Total;2019;R$2.862.603.070
3506201;Bento de Abreu;Valor Adicionado Total;2019;R$111.373.508
3506300;Bernardino de Campos;Valor Adicionado Total;2019;R$250.030.719
3506359;Bertioga;Valor Adicionado Total;2019;R$1.726.917.217
3506409;Bilac;Valor Adicionado Total;2019;R$200.210.591
3506508;Birigui;Valor Adicionado Total;2019;R$3.130.427.536
3506607;Biritiba-Mirim;Valor Adicionado Total;2019;R$731.688.643
3506706;Boa Esperança do Sul;Valor Adicionado Total;2019;R$300.483.223
3506805;Bocaina;Valor Adicionado Total;2019;R$210.873.889
3506904;Bofete;Valor Adicionado Total;2019;R$170.988.076
3507001;Boituva;Valor Adicionado Total;2019;R$2.495.215.695
3507100;Bom Jesus dos Perdões;Valor Adicionado Total;2019;R$764.621.795
3507159;Bom Sucesso de Itararé;Valor Adicionado Total;2019;R$56.255.683
3507209;Borá;Valor Adicionado Total;2019;R$39.984.711
3507308;Boracéia;Valor Adicionado Total;2019;R$347.606.223
3507407;Borborema;Valor Adicionado Total;2019;R$382.895.033
3507456;Borebi;Valor Adicionado Total;2019;R$53.833.477
3507506;Botucatu;Valor Adicionado Total;2019;R$4.657.614.645
3507605;Bragança Paulista;Valor Adicionado Total;2019;R$5.649.622.026
3507704;Braúna;Valor Adicionado Total;2019;R$93.821.752
3507753;Brejo Alegre;Valor Adicionado Total;2019;R$51.934.150
3507803;Brodowski;Valor Adicionado Total;2019;R$602.844.201
3507902;Brotas;Valor Adicionado Total;2019;R$841.566.064
3508009;Buri;Valor Adicionado Total;2019;R$428.803.014
3508108;Buritama;Valor Adicionado Total;2019;R$564.123.585
3508207;Buritizal;Valor Adicionado Total;2019;R$161.914.357
3508306;Cabrália Paulista;Valor Adicionado Total;2019;R$70.125.291
3508405;Cabreúva;Valor Adicionado Total;2019;R$4.217.297.266
3508504;Caçapava;Valor Adicionado Total;2019;R$3.423.898.449
3508603;Cachoeira Paulista;Valor Adicionado Total;2019;R$581.668.614
3508702;Caconde;Valor Adicionado Total;2019;R$387.959.182
3508801;Cafelândia;Valor Adicionado Total;2019;R$465.948.693
3508900;Caiabu;Valor Adicionado Total;2019;R$56.940.854
3509007;Caieiras;Valor Adicionado Total;2019;R$3.315.730.331
3509106;Caiuá;Valor Adicionado Total;2019;R$75.302.570
3509205;Cajamar;Valor Adicionado Total;2019;R$15.065.913.712
3509254;Cajati;Valor Adicionado Total;2019;R$1.218.889.462
3509304;Cajobi;Valor Adicionado Total;2019;R$146.732.808
3509403;Cajuru;Valor Adicionado Total;2019;R$534.809.981
3509452;Campina do Monte Alegre;Valor Adicionado Total;2019;R$110.594.039
3509502;Campinas;Valor Adicionado Total;2019;R$54.238.128.085
3509601;Campo Limpo Paulista;Valor Adicionado Total;2019;R$1.865.220.377
3509700;Campos do Jordão;Valor Adicionado Total;2019;R$1.236.799.571
3509809;Campos Novos Paulista;Valor Adicionado Total;2019;R$147.623.635
3509908;Cananéia;Valor Adicionado Total;2019;R$296.000.315
3509957;Canas;Valor Adicionado Total;2019;R$96.578.112
3510005;Cândido Mota;Valor Adicionado Total;2019;R$1.095.685.524
3510104;Cândido Rodrigues;Valor Adicionado Total;2019;R$99.788.586
3510153;Canitar;Valor Adicionado Total;2019;R$129.548.865
3510203;Capão Bonito;Valor Adicionado Total;2019;R$885.265.158
3510302;Capela do Alto;Valor Adicionado Total;2019;R$291.180.059
3510401;Capivari;Valor Adicionado Total;2019;R$1.864.792.341
3510500;Caraguatatuba;Valor Adicionado Total;2019;R$3.792.621.379
3510609;Carapicuíba;Valor Adicionado Total;2019;R$5.623.360.742
3510708;Cardoso;Valor Adicionado Total;2019;R$246.207.818
3510807;Casa Branca;Valor Adicionado Total;2019;R$830.490.377
3510906;Cássia dos Coqueiros;Valor Adicionado Total;2019;R$175.079.743
3511003;Castilho;Valor Adicionado Total;2019;R$636.043.403
3511102;Catanduva;Valor Adicionado Total;2019;R$3.946.086.165
3511201;Catiguá;Valor Adicionado Total;2019;R$123.658.012
3511300;Cedral;Valor Adicionado Total;2019;R$314.547.064
3511409;Cerqueira César;Valor Adicionado Total;2019;R$689.105.717
3511508;Cerquilho;Valor Adicionado Total;2019;R$1.669.167.295
3511607;Cesário Lange;Valor Adicionado Total;2019;R$421.080.856
3511706;Charqueada;Valor Adicionado Total;2019;R$298.820.745
3557204;Chavantes;Valor Adicionado Total;2019;R$196.834.609
3511904;Clementina;Valor Adicionado Total;2019;R$148.054.465
3512001;Colina;Valor Adicionado Total;2019;R$847.734.772
3512100;Colômbia;Valor Adicionado Total;2019;R$258.150.978
3512209;Conchal;Valor Adicionado Total;2019;R$640.178.668
3512308;Conchas;Valor Adicionado Total;2019;R$357.465.676
3512407;Cordeirópolis;Valor Adicionado Total;2019;R$2.643.296.530
3512506;Coroados;Valor Adicionado Total;2019;R$151.931.958
3512605;Coronel Macedo;Valor Adicionado Total;2019;R$83.921.829
3512704;Corumbataí;Valor Adicionado Total;2019;R$196.496.558
3512803;Cosmópolis;Valor Adicionado Total;2019;R$1.553.420.429
3512902;Cosmorama;Valor Adicionado Total;2019;R$295.641.775
3513009;Cotia;Valor Adicionado Total;2019;R$10.522.181.121
3513108;Cravinhos;Valor Adicionado Total;2019;R$1.057.070.925
3513207;Cristais Paulista;Valor Adicionado Total;2019;R$191.454.168
3513306;Cruzália;Valor Adicionado Total;2019;R$92.819.890
3513405;Cruzeiro;Valor Adicionado Total;2019;R$2.037.061.265
3513504;Cubatão;Valor Adicionado Total;2019;R$13.029.072.620
3513603;Cunha;Valor Adicionado Total;2019;R$254.592.020
3513702;Descalvado;Valor Adicionado Total;2019;R$1.328.835.441
3513801;Diadema;Valor Adicionado Total;2019;R$12.628.179.857
3513850;Dirce Reis;Valor Adicionado Total;2019;R$41.244.298
3513900;Divinolândia;Valor Adicionado Total;2019;R$295.577.488
3514007;Dobrada;Valor Adicionado Total;2019;R$103.063.823
3514106;Dois Córregos;Valor Adicionado Total;2019;R$608.789.084
3514205;Dolcinópolis;Valor Adicionado Total;2019;R$45.733.663
3514304;Dourado;Valor Adicionado Total;2019;R$381.464.140
3514403;Dracena;Valor Adicionado Total;2019;R$1.189.575.689
3514502;Duartina;Valor Adicionado Total;2019;R$226.365.431
3514601;Dumont;Valor Adicionado Total;2019;R$172.834.767
3514700;Echaporã;Valor Adicionado Total;2019;R$118.732.264
3514809;Eldorado;Valor Adicionado Total;2019;R$298.036.761
3514908;Elias Fausto;Valor Adicionado Total;2019;R$619.498.817
3514924;Elisiário;Valor Adicionado Total;2019;R$61.904.415
3514957;Embaúba;Valor Adicionado Total;2019;R$51.995.947
3515004;Embu das Artes;Valor Adicionado Total;2019;R$11.770.844.648
3515103;Embu-Guaçu;Valor Adicionado Total;2019;R$1.049.568.382
3515129;Emilianópolis;Valor Adicionado Total;2019;R$59.434.717
3515152;Engenheiro Coelho;Valor Adicionado Total;2019;R$472.680.782
3515186;Espírito Santo do Pinhal;Valor Adicionado Total;2019;R$1.389.414.455
3515194;Espírito Santo do Turvo;Valor Adicionado Total;2019;R$70.099.687
3557303;Estiva Gerbi;Valor Adicionado Total;2019;R$293.614.595
3515301;Estrela do Norte;Valor Adicionado Total;2019;R$48.815.826
3515202;Estrela d'Oeste;Valor Adicionado Total;2019;R$364.252.593
3515350;Euclides da Cunha Paulista;Valor Adicionado Total;2019;R$131.347.642
3515400;Fartura;Valor Adicionado Total;2019;R$354.284.753
3515608;Fernando Prestes;Valor Adicionado Total;2019;R$185.799.115
3515509;Fernandópolis;Valor Adicionado Total;2019;R$2.005.616.970
3515657;Fernão;Valor Adicionado Total;2019;R$62.100.794
3515707;Ferraz de Vasconcelos;Valor Adicionado Total;2019;R$2.911.127.470
3515806;Flora Rica;Valor Adicionado Total;2019;R$34.502.612
3515905;Floreal;Valor Adicionado Total;2019;R$62.119.202
3516002;Flórida Paulista;Valor Adicionado Total;2019;R$196.580.379
3516101;Florínia;Valor Adicionado Total;2019;R$126.788.766
3516200;Franca;Valor Adicionado Total;2019;R$9.169.161.826
3516309;Francisco Morato;Valor Adicionado Total;2019;R$1.507.446.815
3516408;Franco da Rocha;Valor Adicionado Total;2019;R$2.989.135.811
3516507;Gabriel Monteiro;Valor Adicionado Total;2019;R$73.128.890
3516606;Gália;Valor Adicionado Total;2019;R$142.301.041
3516705;Garça;Valor Adicionado Total;2019;R$1.074.347.869
3516804;Gastão Vidigal;Valor Adicionado Total;2019;R$70.140.003
3516853;Gavião Peixoto;Valor Adicionado Total;2019;R$936.102.140
3516903;General Salgado;Valor Adicionado Total;2019;R$222.012.621
3517000;Getulina;Valor Adicionado Total;2019;R$176.832.190
3517109;Glicério;Valor Adicionado Total;2019;R$102.666.942
3517208;Guaiçara;Valor Adicionado Total;2019;R$153.347.097
3517307;Guaimbê;Valor Adicionado Total;2019;R$155.274.372
3517406;Guaíra;Valor Adicionado Total;2019;R$3.061.708.033
3517505;Guapiaçu;Valor Adicionado Total;2019;R$558.402.890
3517604;Guapiara;Valor Adicionado Total;2019;R$319.072.380
3517703;Guará;Valor Adicionado Total;2019;R$453.947.208
3517802;Guaraçaí;Valor Adicionado Total;2019;R$252.948.628
3517901;Guaraci;Valor Adicionado Total;2019;R$285.829.507
3518008;Guarani d'Oeste;Valor Adicionado Total;2019;R$32.790.599
3518107;Guarantã;Valor Adicionado Total;2019;R$141.670.211
3518206;Guararapes;Valor Adicionado Total;2019;R$909.635.078
3518305;Guararema;Valor Adicionado Total;2019;R$1.233.899.696
3518404;Guaratinguetá;Valor Adicionado Total;2019;R$5.487.343.578
3518503;Guareí;Valor Adicionado Total;2019;R$214.420.946
3518602;Guariba;Valor Adicionado Total;2019;R$804.237.066
3518701;Guarujá;Valor Adicionado Total;2019;R$7.980.412.064
3518800;Guarulhos;Valor Adicionado Total;2019;R$54.539.072.026
3518859;Guatapará;Valor Adicionado Total;2019;R$219.720.015
3518909;Guzolândia;Valor Adicionado Total;2019;R$67.630.678
3519006;Herculândia;Valor Adicionado Total;2019;R$256.249.230
3519055;Holambra;Valor Adicionado Total;2019;R$914.681.080
3519071;Hortolândia;Valor Adicionado Total;2019;R$11.889.517.623
3519105;Iacanga;Valor Adicionado Total;2019;R$403.463.482
3519204;Iacri;Valor Adicionado Total;2019;R$159.002.382
3519253;Iaras;Valor Adicionado Total;2019;R$133.572.879
3519303;Ibaté;Valor Adicionado Total;2019;R$697.618.851
3519402;Ibirá;Valor Adicionado Total;2019;R$230.917.401
3519501;Ibirarema;Valor Adicionado Total;2019;R$153.751.828
3519600;Ibitinga;Valor Adicionado Total;2019;R$1.374.319.568
3519709;Ibiúna;Valor Adicionado Total;2019;R$1.688.091.599
3519808;Icém;Valor Adicionado Total;2019;R$167.479.534
3519907;Iepê;Valor Adicionado Total;2019;R$219.477.004
3520004;Igaraçu do Tietê;Valor Adicionado Total;2019;R$307.247.092
3520103;Igarapava;Valor Adicionado Total;2019;R$1.058.406.242
3520202;Igaratá;Valor Adicionado Total;2019;R$187.140.919
3520301;Iguape;Valor Adicionado Total;2019;R$1.231.794.459
3520426;Ilha Comprida;Valor Adicionado Total;2019;R$1.034.013.794
3520442;Ilha Solteira;Valor Adicionado Total;2019;R$616.243.559
3520400;Ilhabela;Valor Adicionado Total;2019;R$14.837.198.108
3520509;Indaiatuba;Valor Adicionado Total;2019;R$13.271.080.190
3520608;Indiana;Valor Adicionado Total;2019;R$62.210.143
3520707;Indiaporã;Valor Adicionado Total;2019;R$87.380.469
3520806;Inúbia Paulista;Valor Adicionado Total;2019;R$120.541.374
3520905;Ipaussu;Valor Adicionado Total;2019;R$308.514.526
3521002;Iperó;Valor Adicionado Total;2019;R$595.736.206
3521101;Ipeúna;Valor Adicionado Total;2019;R$418.370.749
3521150;Ipiguá;Valor Adicionado Total;2019;R$95.936.424
3521200;Iporanga;Valor Adicionado Total;2019;R$56.168.106
3521309;Ipuã;Valor Adicionado Total;2019;R$344.311.117
3521408;Iracemápolis;Valor Adicionado Total;2019;R$5.634.480.574
3521507;Irapuã;Valor Adicionado Total;2019;R$154.955.988
